objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Puzzle Strike","67928","7","0","0","1","0","0","0","0","0","0","0","3","","Another Sirlin (grrr) game but it's a deck-builder with chips instead of cards. He claimed it was perfectly balanced and then came out with a second edition that was rebalanced. Grr.","","","","19181229","6.00497","6.62126","2.2871","3129","2108","thing","Puzzle Strike","2","4","20","20","20","2010","2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Quacks","244521","9","0","0","1","0","0","0","0","0","0","0","1","","","","","","86863045","7.66875","7.80518","1.9412","78","93371","thing","Quacks","2","4","45","45","45","2018","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Quarriors!","91536","8","0","0","1","0","0","0","0","0","0","0","3","","A deck-builder with dice. Super fun! Play with the ""advanced"" rules. They're way better and not harder.","","","","15589618","6.50551","6.7302","1.969","1306","18459","thing","Quarriors!","2","4","30","30","30","2011","2,3,4","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Quarriors! Rise of the Demons","106895","7","0","0","1","0","0","0","0","0","0","0","3","","An okay expansion but the ""corrupted quiddity"" mechanic doesn't come up often enough.","","","","15589619","6.03455","6.77713","1.9136","0","4621","thing","Quarriors! Rise of the Demons","2","4","30","30","30","2011","2,3,4","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"The Quest for El Dorado","217372","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","49034964","7.53504","7.71679","1.9431","122","53281","thing","The Quest for El Dorado","2","4","60","60","30","2017","2,3,4","2,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Quest for El Dorado: Heroes & Hexes","246431","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","59657148","6.55113","7.73295","2","0","9428","thing","The Quest for El Dorado: Heroes & Hexes","2","4","60","60","30","2018","2,3,4","2,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"R-Eco","15290","8","0","0","1","0","0","0","0","0","0","0","3","","One of the better little card games. A good 30m one. Some push-your-luck elements.","","","","19181580","6.05578","6.61424","1.482","2872","2587","thing","R-Eco","2","5","30","30","30","2003","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ra","12","8","0","0","1","0","0","0","0","0","0","0","3","","One of the all-time greats. So simple to teach, but interesting decisions to make every turn. In a similar space to Alhambra in terms of narrow but deep decision spaces with uncertainty. ","","","","141316928","7.54961","7.71148","2.3066","116","39939","thing","Ra","2","5","60","60","45","1999","3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Race for the Galaxy","28143","10","0","0","1","0","0","0","0","0","0","0","1","","One of my all time favorites. The expansions are okay. Probably just buy the new Alien Artifact one instead of all three of the earlier ones.","","","","8614518","7.61735","7.73716","2.9935","93","73662","thing","Race for the Galaxy","2","4","60","60","30","2007","2,3,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Race for the Galaxy: Alien Artifacts","92932","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","23632490","6.36779","7.53721","2.939","0","5978","thing","Race for the Galaxy: Alien Artifacts","2","5","45","45","45","2013","2,3,4,5","2,3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Race for the Galaxy: Rebel vs Imperium","40210","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","8614567","7.22531","7.92558","3.0801","0","15084","thing","Race for the Galaxy: Rebel vs Imperium","1","6","60","60","60","2009","1,2,3,4,5,6","2,4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Race for the Galaxy: The Brink of War","66121","6","0","0","1","0","0","0","0","0","0","0","3","","The weakest of the three expansions. Some great cards but by now the deck is diluted and the mechanics have become unwieldy.","","","","19181546","6.86031","7.7591","3.3814","0","10188","thing","Race for the Galaxy: The Brink of War","1","6","60","60","30","2010","1,2,3,4,5,6","2,4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Race for the Galaxy: The Gathering Storm","34499","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","9885217","7.58018","8.09085","2.9953","0","23159","thing","Race for the Galaxy: The Gathering Storm","1","5","60","60","60","2008","1,2,3,4,5","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Railroad Ink: Deep Blue Edition","245654","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","68984113","6.89086","7.1447","1.4684","628","23553","thing","Railroad Ink: Deep Blue Edition","1","6","30","30","20","2018","1,2,3,4,5,6","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Railways of Europe","30450","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","19181527","6.70026","8.05006","2.9358","0","3864","thing","Railways of Europe","2","5","120","120","120","2008","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Railways of the World","17133","7","0","0","1","0","0","0","0","0","0","0","1","","","","","","8614525","7.296","7.66181","3.015","242","13463","thing","Railways of the World","2","6","120","120","120","2005","3,4,5,6","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Red7","161417","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49036066","6.67198","6.85955","1.7004","967","26126","thing","Red7","2","4","30","30","5","2014","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Resistance","41114","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","22610200","7.04134","7.19092","1.5911","455","69227","thing","The Resistance","5","10","30","30","30","2009","5,6,7,8,9,10","7","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Resistance: Avalon","128882","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","21624003","7.30304","7.49298","1.7399","235","54175","thing","The Resistance: Avalon","5","10","30","30","30","2012","5,6,7,8,9,10","7,8","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Return to Dark Tower","256680","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","93391150","7.3177","8.20036","2.6549","225","10756","thing","Return to Dark Tower","1","4","120","120","100","2022","1,2,3,4","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Return to Dark Tower: Alliances","298565","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","93391149","6.06556","8.3923","2.8571","0","4926","thing","Return to Dark Tower: Alliances","1","4","120","120","100","2022","1,2,3,4","4","10+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Return to Dark Tower: Covenant","365139","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","114103077","5.85341","8.45426","3","0","3199","thing","Return to Dark Tower: Covenant","1","4","120","120","100","2023","1,2,3,4","2,4","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Rex: Final Days of an Empire","104363","8","0","0","1","0","0","0","0","0","0","0","1","","Remake of the old ""Dune"" with a Twilight Imperium theme.","","","","15267818","6.48229","7.03068","3.2974","1360","7817","thing","Rex: Final Days of an Empire","3","6","180","180","120","2012","4,5,6","6","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Risk Legacy","105134","8","0","0","1","0","0","0","0","0","0","0","3","","ZOMG there are no other games like this in the world.","","","","19181414","6.89442","7.34763","2.5845","621","16496","thing","Risk Legacy","3","5","60","60","60","2011","4,5","5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Robinson Crusoe: Adventures on the Cursed Island","121921","8","0","0","1","0","0","0","0","0","0","0","2","","","","","","22610182","7.54637","7.72302","3.8268","119","75905","thing","Robinson Crusoe: Adventures on the Cursed Island","1","4","120","120","60","2012","1,2,3,4","1,2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"RoboRally","18","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","2954280","6.87312","7.04625","2.4286","649","28388","thing","RoboRally","2","8","120","120","45","1994","3,4,5,6,7,8","5,6","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Roll for the Galaxy","132531","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","31662844","7.40363","7.56416","2.7839","171","40929","thing","Roll for the Galaxy","2","5","45","45","45","2014","2,3,4,5","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Roll for the Galaxy: Ambition","175754","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","59657108","7.07906","8.07818","2.8228","0","12701","thing","Roll for the Galaxy: Ambition","2","5","60","60","30","2015","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Roll for the Galaxy: Rivalry","269734","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","59657111","5.9154","7.61742","3.4545","0","3438","thing","Roll for the Galaxy: Rivalry","2","5","60","60","30","2019","2,3,4,5","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Roll Through the Ages: The Bronze Age","37380","9","0","0","1","0","0","0","0","0","0","0","3","","print 'n play only","","","","8064820","6.61574","6.83989","1.7829","1066","13918","thing","Roll Through the Ages: The Bronze Age","1","4","45","45","30","2008","1,2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Root","237182","9","0","0","1","0","0","0","0","0","0","0","1","","","","","","59655770","7.88145","8.07126","3.8407","34","101045","thing","Root","2","4","90","90","60","2018","3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Root: Landmarks Pack","334486","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","93391140","6.21332","7.95252","2.625","0","8415","thing","Root: Landmarks Pack","2","4","90","90","60","2022","3,4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Root: Marauder Hirelings Pack & Hireling Box","336276","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","93391126","6.44223","8.48075","3.9091","0","9568","thing","Root: Marauder Hirelings Pack & Hireling Box","2","4","90","90","60","2022","2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Root: The Riverfolk Expansion","241386","9","0","0","1","0","0","0","0","0","0","0","1","","","","","","59657089","7.76233","8.43154","3.8701","0","38272","thing","Root: The Riverfolk Expansion","1","6","90","90","60","2018","3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Saboteur Gold","143147","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","67500534","6.05528","6.8525","1.4872","0","3683","thing","Saboteur Gold","2","12","30","30","30","2011","4,5,6,7,8,9,10,11","6,7,8","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Saint Petersburg","9217","9","0","3","1","0","0","0","0","0","0","0","1","","Solid play. Simple, but still subtle once you understand the strategy.","","","","2955685","7.01781","7.26519","2.4318","480","13447","thing","Saint Petersburg","2","4","60","60","45","2004","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Samurai","3","8","0","2","1","0","0","0","0","0","0","0","1","","Fun game. Plays fast, rules are simple, lots of potential for strategy but probably no real risk of analysis paralysis until the endgame.","","","","2954249","7.22216","7.48166","2.4406","283","17517","thing","Samurai","2","4","60","60","30","1998","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Search for Planet X","279537","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","86860618","7.55214","7.89967","2.438","114","26760","thing","The Search for Planet X","1","4","75","75","60","2020","1,2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Shadows over Camelot","15062","8","0","2","1","0","0","0","0","0","0","0","1","","The spiritual successor to the Lord of the Rings, somebody always wins. With my friends, it's usually the traitor!","","","","2955731","6.9263","7.0987","2.5688","591","35823","thing","Shadows over Camelot","3","7","90","90","60","2005","4,5,6,7","5,6,7","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases","2511","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","31661013","7.36338","7.60421","2.6652","200","44859","thing","Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases","1","8","120","120","60","1981","1,2,3,4","2","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Sky Team","373106","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","134914508","7.88484","8.12187","2.0379","33","63822","thing","Sky Team","2","2","20","20","20","2023","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Skyjo","204135","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","141317156","6.2828","6.65533","1.0556","1916","14961","thing","Skyjo","2","8","45","45","15","2015","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Sleeping Gods","255984","8","0","0","1","0","0","0","0","0","0","0","2","","","","","","86863229","7.6882","8.09411","3.2631","71","35457","thing","Sleeping Gods","1","4","1200","1200","60","2021","1,2,3","1,2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Small World","40692","8","0","2","1","0","0","0","0","0","0","0","3","","","","","","8364364","7.08563","7.19176","2.347","404","103721","thing","Small World","2","5","80","80","40","2009","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Snatch","9556","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","19181476","5.58983","6.37761","1.7143","9901","546","thing","Snatch","2","10","45","45","45","2001","2,3,4,5,6,7,8","3,4","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Space Alert","38453","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","13577650","7.10908","7.37758","2.971","377","24024","thing","Space Alert","1","5","30","30","30","2008","3,4,5","4,5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Space Alert: The New Frontier","61492","8","0","0","1","0","0","0","0","0","0","0","3","","Adds RPG elements to Space Alert and some player customizability. Does a nice job of expanding the game without adding huge amounts of additional complexity.","","","","13577649","6.44928","8.42225","3.3284","0","5588","thing","Space Alert: The New Frontier","1","5","30","30","30","2010","1,2,3,4,5","4,5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Space Cadets","123096","6","0","0","1","0","0","0","0","0","0","0","3","","I love the concept and many of the mechanics, but it's rather overcomplicated for what it's trying to do. Too hard to teach new players and not engaging enough to get back to the table often enough to remember the rules. The sequel (Dice Duel) is the better of the two, I think.","","","","19181263","6.11536","6.54867","2.7471","2572","6166","thing","Space Cadets","3","6","120","120","60","2012","3,4,5,6","5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Space Cadets: Dice Duel","142079","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","23632485","6.19929","6.73444","2.0874","2228","5036","thing","Space Cadets: Dice Duel","4","8","30","30","30","2013","4,6,7,8","8","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Speicherstadt","66505","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","19181352","6.53855","7.01802","2.2717","1221","5145","thing","The Speicherstadt","2","5","45","45","45","2010","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Spirit Island","162886","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","59655753","8.14258","8.34135","4.0748","11","97070","thing","Spirit Island","1","4","120","120","90","2017","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Spirit Island: Branch & Claw","193065","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","86860644","8.11575","8.98181","4.2358","0","30739","thing","Spirit Island: Branch & Claw","1","4","120","120","90","2017","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Spirit Island: Jagged Earth","262722","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","86860639","8.19297","9.33001","4.5246","0","24241","thing","Spirit Island: Jagged Earth","1","6","120","120","90","2020","1,2,3,4,5","2,3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Spyfall","166384","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578046","6.59784","6.7379","1.2298","1097","30886","thing","Spyfall","3","8","15","15","15","2014","4,5,6,7,8","6","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Starfarers of Catan","1897","5","0","0","1","1","0","0","0","0","0","0","3","","Starfarers of What? This hasn't hit my table in years.","","","","473747","6.36842","6.80144","2.5837","1660","8286","thing","The Starfarers of Catan","3","4","120","120","120","1999","3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"T.I.M.E Stories","146508","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","36078505","7.14255","7.34571","2.5877","351","43497","thing","T.I.M.E Stories","2","4","90","90","90","2015","2,3,4","4","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"T.I.M.E Stories: A Prophecy of Dragons","189035","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578018","6.89181","7.51861","2.6447","0","15475","thing","T.I.M.E Stories: A Prophecy of Dragons","2","4","180","180","90","2016","2,3,4","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: Estrella Drive","220836","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49034976","6.28721","7.21605","2.2083","0","7461","thing","T.I.M.E Stories: Estrella Drive","2","4","90","90","90","2017","2,3,4","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: Expedition – Endurance","193527","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578020","6.57192","7.35622","2.25","0","10343","thing","T.I.M.E Stories: Expedition – Endurance","2","4","90","90","60","2017","3,4","4","14+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: Lumen Fidei","213099","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578027","6.45087","7.38419","2.9412","0","8774","thing","T.I.M.E Stories: Lumen Fidei","2","4","90","0","90","2017","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: The Marcy Case","180585","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578022","6.95882","7.48134","2.6733","0","17004","thing","T.I.M.E Stories: The Marcy Case","2","4","90","90","60","2015","2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: Under the Mask","189686","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578025","6.60574","7.26219","2.4583","0","12466","thing","T.I.M.E Stories: Under the Mask","2","4","90","0","90","2016","2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Tales of the Arabian Nights","34119","7","0","0","1","0","0","0","0","0","0","0","3","","This isn't really a ""game"" but an interactive story-telling evening.","","","","19181281","6.84428","7.1554","2.155","699","18454","thing","Tales of the Arabian Nights","2","6","120","120","120","2009","2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Terra Mystica","120677","7","0","0","1","0","0","0","0","0","0","0","1","","","","","","21104591","7.86021","8.03315","3.9714","35","54952","thing","Terra Mystica","2","5","150","150","60","2012","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Terraforming Mars","167791","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","39466935","8.18778","8.33883","3.2704","9","158788","thing","Terraforming Mars","1","5","120","120","120","2016","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Terraforming Mars","167791","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","49035008","8.18778","8.33883","3.2704","9","158788","thing","Terraforming Mars","1","5","120","120","120","2016","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Terraforming Mars: Ares Expedition","328871","6","0","0","1","0","0","0","0","0","0","0","1","","","","","","114102858","7.3747","7.63803","2.9235","189","39883","thing","Terraforming Mars: Ares Expedition","1","4","60","60","45","2021","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Terraforming Mars: Hellas & Elysium","218127","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578013","7.85377","8.37602","2.7797","0","40387","thing","Terraforming Mars: Hellas & Elysium","1","5","120","120","90","2017","1,2,3,4,5","3","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars: Hellas & Elysium","218127","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49035010","7.85377","8.37602","2.7797","0","40387","thing","Terraforming Mars: Hellas & Elysium","1","5","120","120","90","2017","1,2,3,4,5","3","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars: Prelude","247030","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","59657126","8.41233","8.84693","2.5625","0","52930","thing","Terraforming Mars: Prelude","1","5","120","120","90","2018","1,2,3,4,5","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars: Turmoil","273473","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","67500611","6.84427","7.47325","3.6786","0","26049","thing","Terraforming Mars: Turmoil","1","5","150","150","150","2019","1,2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars: Venus Next","231965","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","59657122","7.09443","7.57416","2.8678","0","32283","thing","Terraforming Mars: Venus Next","1","5","120","120","90","2017","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"That's Life!","17240","8","0","0","1","0","0","0","0","0","0","0","3","","Simple enough to play with a five year old, but still fun.","","","","8614600","6.07561","6.47689","1.3158","2762","4184","thing","That's Life!","2","6","30","30","30","2005","2,3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Through the Ages: A Story of Civilization","25613","8","0","5","1","0","0","0","0","0","0","0","3","","This game offends my sensibilities. How can any game this good have received such poor production and component design?","","","","8971266","7.54911","7.81787","4.178","118","18427","thing","Through the Ages: A Story of Civilization","2","4","120","120","120","2006","2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Through the Desert","503","7","0","0","1","0","0","0","0","0","0","0","3","","This game is the example I usually use of how euros have the thinnest possible veneer of theme over their mechanics. Camel trains surround regions of desert to score points. Huh?","","","","19181399","6.96674","7.18689","2.1633","537","20667","thing","Through the Desert","2","5","45","45","45","1998","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Thunderstone: Dragonspire","85897","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","19181317","6.45351","7.30865","2.6992","1432","4467","thing","Thunderstone: Dragonspire","1","5","45","45","45","2011","1,2,3,4","2,3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tichu","215","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","8971296","7.2767","7.57445","2.3434","248","27545","thing","Tichu","3","10","90","90","30","1991","4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride: Europe","14996","8","0","0","1","0","0","0","0","0","0","0","3","","Classic gateway game with a few extra bells and whistles.","","","","8614595","7.39575","7.52372","1.9157","178","137285","thing","Ticket to Ride: Europe","2","5","60","60","30","2005","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Crimes","374039","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","141317180","5.74115","6.83167","2.6154","5539","3290","thing","Tiny Epic Crimes","1","4","60","60","30","2023","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Crimes: Kingpins","375517","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","141317192","5.55418","7.23037","2","0","1807","thing","Tiny Epic Crimes: Kingpins","1","4","60","60","30","2023","1,2","1","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Tiny Epic Cthulhu","404893","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","141317187","5.72981","6.94416","2.8571","5730","2983","thing","Tiny Epic Cthulhu","1","4","45","45","30","2024","1,2,3,4","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Defenders (Second Edition)","238656","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","114103224","6.12624","6.921","2.05","2528","5684","thing","Tiny Epic Defenders (Second Edition)","1","4","60","60","30","2018","1,2,3,4","1","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Defenders: The Dark War","228935","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","114103246","5.85515","7.39267","2.5385","0","4291","thing","Tiny Epic Defenders: The Dark War","1","4","60","60","20","2018","1,2,3,4","1","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Tiny Epic Dungeons","331787","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","114103253","6.74059","7.44737","3.1075","836","17161","thing","Tiny Epic Dungeons","1","4","60","60","30","2021","1,2,3,4","1,2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
